Type	FSWP-26
Version	3.01
Date	23.May 2025
VSupply	ON
Mode	Voltage
23.7342433929	-112.0699386597
23.8164386749	-111.8070526123
23.8989257813	-111.7388381958
23.9816932678	-111.9507980347
24.0647525787	-112.5789718628
24.1480922699	-113.2806396484
24.2317276001	-113.5610504150
24.3156471252	-113.5180892944
24.3998641968	-113.2302093506
24.4843635559	-113.0339279175
24.5691642761	-112.7999420166
24.6542530060	-112.6039428711
24.7396411896	-112.5105667114
24.8253192902	-112.5292510986
24.9113006592	-112.6760025024
24.9975719452	-112.7502059937
25.0841503143	-112.7980880737
25.1710281372	-112.8914260864
25.2581996918	-112.9585342407
25.3456802368	-112.9386978149
25.4334583282	-112.8316574097
25.5215454102	-112.6902236938
25.6099300385	-112.6163864136
25.6986293793	-112.7094573975
25.7876281738	-113.0542984009
25.8769435883	-113.3511047363
25.9665584564	-113.2998886108
26.0564937592	-113.2069244385
26.1467323303	-113.2934570313
26.2372894287	-113.5261230469
26.3281536102	-113.6122360229
26.4193401337	-113.6124801636
26.5108356476	-113.7709655762
26.6026535034	-113.8217849731
26.6947841644	-113.5045928955
26.7872409821	-113.2332992554
26.8800086975	-113.3602676392
26.9731063843	-113.5966110229
27.0665187836	-113.7802658081
27.1602630615	-113.7039642334
27.2543239594	-113.4436340332
27.3487186432	-113.1393737793
27.4434318542	-112.8860931396
27.5384807587	-112.6984863281
27.6338520050	-112.3517379761
27.7295608521	-111.9228515625
27.8255920410	-111.9064102173
27.9219646454	-112.2943496704
28.0186634064	-112.6475143433
28.1157054901	-112.6880035400
28.2130756378	-112.5463638306
28.3107891083	-112.8511123657
28.4088344574	-113.5249786377
28.5072269440	-113.9933090210
28.6059532166	-114.2288131714
28.7050285339	-114.5161209106
28.8044395447	-114.7134552002
28.9042015076	-114.5440292358
29.0043029785	-114.3331222534
29.1047573090	-114.3087463379
29.2055530548	-114.2411651611
29.3067054749	-114.0750732422
29.4081993103	-113.8611602783
29.5100536346	-113.7069320679
29.6122512817	-113.7275466919
29.7148113251	-113.8111267090
29.8177204132	-113.7514572144
29.9209918976	-113.7601013184
30.0246143341	-113.3249816895
30.1286029816	-113.4263305664
30.2329425812	-113.4881820679
30.3376541138	-113.4858551025
30.4427185059	-113.4120635986
30.5481548309	-113.2729568481
30.6539497375	-113.0878219604
30.7601184845	-112.8899230957
30.8666458130	-112.7207870483
30.9735507965	-112.5997848511
31.0808181763	-112.5375823975
31.1884651184	-112.5369415283
31.2964763641	-112.5924072266
31.4048690796	-112.6905899048
31.5136299133	-112.8044815063
31.6227760315	-112.9036865234
31.7322998047	-112.9732208252
31.8421955109	-113.0089035034
31.9524784088	-113.0173492432
32.0631370544	-113.0138320923
32.1741867065	-113.0176467896
32.2856101990	-113.0499114990
32.3974304199	-113.1148834229
32.5096282959	-113.2043304443
32.6222229004	-113.3025360107
32.7351989746	-113.3884658813
32.8485755920	-113.4408874512
32.9623374939	-113.4441146851
33.0764999390	-113.3931274414
33.1910514832	-113.2954635620
33.3060073853	-113.1671218872
33.4213523865	-113.0308456421
33.5371055603	-112.9021301270
33.6532516479	-112.7932739258
33.7698059082	-112.7145309448
33.8867568970	-112.6714172363
34.0041236877	-112.6594772339
34.1218833923	-112.6602859497
34.2400627136	-112.6440887451
34.3586425781	-112.5828475952
34.4776420593	-112.4698104858
34.5970458984	-112.3321838379
34.7168693542	-112.2228088379
34.8371009827	-112.1990280151
34.9577598572	-112.2889633179
35.0788230896	-112.4774017334
35.2003173828	-112.7165985107
35.3222236633	-112.9387207031
35.4445610046	-113.0853652954
35.5673103333	-113.1375427246
35.6904945374	-113.1228485107
35.8140983582	-113.0939254761
35.9381370544	-113.0971984863
36.0625991821	-113.1522521973
36.1875000000	-113.2483139038
36.3128242493	-113.3543624878
36.4385910034	-113.4362716675
36.5647850037	-113.4724426270
36.6914253235	-113.4604568481
36.8184928894	-113.3873443604
36.9460144043	-113.3254928589
37.0739631653	-113.2828979492
37.2023696899	-113.2782821655
37.3312072754	-113.3228225708
37.4605026245	-113.4157638550
37.5902328491	-113.5417480469
37.7204246521	-113.6724548340
37.8510589600	-113.7740020752
37.9821548462	-113.8189773560
38.1136932373	-113.7980041504
38.2456970215	-113.7236480713
38.3781509399	-113.6236190796
38.5110702515	-113.5282669067
38.6444396973	-113.4601287842
38.7782859802	-113.4296340942
38.9125823975	-113.4363250732
39.0473518372	-113.4724044800
39.1825790405	-113.5262298584
39.3182868958	-113.5848541260
39.4544525146	-113.6370010376
39.5911026001	-113.6767807007
39.7282142639	-113.7070846558
39.8658103943	-113.7651138306
40.0038833618	-113.8740844727
40.1424255371	-113.9943389893
40.2814559937	-114.1438598633
40.4209594727	-114.3041992188
40.5609550476	-114.4515304565
40.7014236450	-114.5636215210
40.8423919678	-114.6250228882
40.9838371277	-114.6297531128
41.1257820129	-114.5828399658
41.2682075500	-114.4556503296
41.4111366272	-114.3385086060
41.5545539856	-114.3029251099
41.6984748840	-114.3060607910
41.8428840637	-114.3344116211
41.9878044128	-114.3666000366
42.1332168579	-114.3842391968
42.2791442871	-114.3658828735
42.4255638123	-114.3073348999
42.5725021362	-114.2405166626
42.7199363708	-114.1438446045
42.8678970337	-114.0125885010
43.0163574219	-113.8568115234
43.1653404236	-113.6452789307
43.3148307800	-113.5324859619
43.4648475647	-113.5418930054
43.6153755188	-113.5972824097
43.7664337158	-113.6690216064
43.9180068970	-113.7327041626
44.0701141357	-113.8018493652
44.2227363586	-113.8729248047
44.3759002686	-113.9407424927
44.5295829773	-114.0268402100
44.6838073730	-114.1773529053
44.8385581970	-114.3312454224
44.9938507080	-114.4222946167
45.1496734619	-114.4949264526
45.3060493469	-114.5439682007
45.4629516602	-114.5674667358
45.6204109192	-114.5350418091
45.7784004211	-114.4629211426
45.9369544983	-114.3447036743
46.0960426331	-114.1150741577
46.2556915283	-113.9354248047
46.4158859253	-113.9224624634
46.5766448975	-114.0171737671
46.7379455566	-114.2919311523
46.8998222351	-114.5141067505
47.0622444153	-114.5076828003
47.2252426147	-114.3077163696
47.3887901306	-114.1327819824
47.5529212952	-114.1535568237
47.7176055908	-114.3019638062
47.8828735352	-114.6570892334
48.0486984253	-114.9497985840
48.2151145935	-114.9959869385
48.3820915222	-114.8656311035
48.5496597290	-114.6707229614
48.7177963257	-114.5626449585
48.8865280151	-114.3742370605
49.0558319092	-113.8980484009
49.2257347107	-113.1441268921
49.3962097168	-111.3214340210
49.5672912598	-109.4825363159
49.7389526367	-108.5002975464
49.9112205505	-107.7677078247
50.0840721130	-107.8716201782
50.2575378418	-108.4992446899
50.4316024780	-110.1019439697
50.6062545776	-112.1851959229
50.7815284729	-113.7940979004
50.9573936462	-114.6030731201
51.1338806152	-114.7077484131
51.3109664917	-114.6796722412
51.4886817932	-114.6449737549
51.6669960022	-114.6766433716
51.8459396362	-114.7518997192
52.0254936218	-114.7996520996
52.2056808472	-114.8067016602
52.3864784241	-114.7413482666
52.5679168701	-114.6478271484
52.7499694824	-114.5914382935
52.9326667786	-114.5923614502
53.1159820557	-114.6390533447
53.2999458313	-114.7011260986
53.4845352173	-114.7229385376
53.6697731018	-114.6822128296
53.8556442261	-114.6112670898
54.0421676636	-114.6003036499
54.2293281555	-114.7158050537
54.4171485901	-114.8840866089
54.6056022644	-114.9887008667
54.7947273254	-114.9917144775
54.9844932556	-114.9292831421
55.1749267578	-114.8912506104
55.3660087585	-114.9210891724
55.5577659607	-114.9832763672
55.7501716614	-115.0340499878
55.9432601929	-115.0580215454
56.1370010376	-115.0732650757
56.3314323425	-115.1129226685
56.5265159607	-115.2018356323
56.7222938538	-115.3204727173
56.9187316895	-115.4370574951
57.1158676147	-115.5223083496
57.3136711121	-115.5583572388
57.5121726990	-115.5763778687
57.7113494873	-115.5895080566
57.9112281799	-115.5681915283
58.1117858887	-115.4648513794
58.3130531311	-115.2603607178
58.5150032043	-115.0661087036
58.7176666260	-115.0240859985
58.9210166931	-115.2356109619
59.1250877380	-115.5004272461
59.3298454285	-115.6645736694
59.5353317261	-115.5909805298
59.7415161133	-115.3727264404
59.9484252930	-115.1526260376
60.1560401917	-115.0210418701
60.3643875122	-115.0169830322
60.5734405518	-115.1036376953
60.7832336426	-115.1941223145
60.9937362671	-115.3268661499
61.2049865723	-115.5911560059
61.4169502258	-115.8179321289
61.6296615601	-115.9997024536
61.8430976868	-116.1409835815
62.0572891235	-116.1586074829
62.2722053528	-116.0759735107
62.4878807068	-115.8957290649
62.7042884827	-115.7871246338
62.9214630127	-115.7466659546
63.1393852234	-115.7361373901
63.3580513000	-115.7402038574
63.5774879456	-115.7632293701
63.7976684570	-115.7950134277
64.0186309814	-115.8054962158
64.2403335571	-115.7816848755
64.4628295898	-115.7530136108
64.6860733032	-115.6751708984
64.9101104736	-115.4548721313
65.1349105835	-115.2035980225
65.3604965210	-115.1308975220
65.5868530273	-115.2619171143
65.8140106201	-115.6697921753
66.0419387817	-116.1692886353
66.2706680298	-116.5474472046
66.5001754761	-116.6969604492
66.7304992676	-116.6731414795
66.9616012573	-116.4090499878
67.1935195923	-116.0685882568
67.4262161255	-115.9228744507
67.6597442627	-115.9668731689
67.8940658569	-115.9888610840
68.1292114258	-115.9372024536
68.3651580811	-115.9264602661
68.6019363403	-116.1602783203
68.8395156860	-116.4913787842
69.0779418945	-116.6007843018
69.3171691895	-116.4708557129
69.5572433472	-116.3055419922
69.7981338501	-116.0989532471
70.0398788452	-115.8157424927
70.2824401855	-115.6538848877
70.5258560181	-115.7469253540
70.7701034546	-116.1015548706
71.0152130127	-116.5118103027
71.2611465454	-116.6570129395
71.5079574585	-116.5406036377
71.7555999756	-116.5053482056
72.0041275024	-116.6772232056
72.2534866333	-116.8046112061
72.5037384033	-116.6347045898
72.7548294067	-116.2266006470
73.0068130493	-115.8207778931
73.2596511841	-115.6471023560
73.5133819580	-115.7951660156
73.7679672241	-116.1238632202
74.0234603882	-116.3801345825
74.2798156738	-116.4886398315
74.5370788574	-116.5565261841
74.7952194214	-116.6758041382
75.0542678833	-116.8580398560
75.3141937256	-116.9617385864
75.5750427246	-116.8104476929
75.8367691040	-116.5267868042
76.0994262695	-116.3641891479
76.3629760742	-116.3319320679
76.6274566650	-116.2980422974
76.8928298950	-116.2576065063
77.1591415405	-116.2723541260
77.4263610840	-116.3153228760
77.6945190430	-116.3048782349
77.9635925293	-116.2667846680
78.2336120605	-116.2859573364
78.5045547485	-116.2972869873
78.7764511108	-116.2408447266
79.0492630005	-116.1234512329
79.3230514526	-116.0156021118
79.5977783203	-116.0837860107
79.8734436035	-116.3432006836
80.1500778198	-116.5453186035
80.4276504517	-116.6615295410
80.7062149048	-116.6394195557
80.9857101440	-116.4560470581
81.2662048340	-116.1556777954
81.5476379395	-116.0216140747
81.8300781250	-116.1201782227
82.1134719849	-116.3113784790
82.3978652954	-116.5614242554
82.6832275391	-116.8511962891
82.9695968628	-117.1044692993
83.2569351196	-117.2696990967
83.5452880859	-117.2121582031
83.8346252441	-116.9147186279
84.1249771118	-116.6406021118
84.4163208008	-116.5339660645
84.7086944580	-116.6734237671
85.0020523071	-116.8360137939
85.2964553833	-116.9492492676
85.5918502808	-117.0862655640
85.8882904053	-117.3026504517
86.1857376099	-117.4370117188
86.4842376709	-117.4548034668
86.7837524414	-117.4206085205
87.0843200684	-117.3949737549
87.3859100342	-117.3584976196
87.6885681152	-117.3341217041
87.9922485352	-117.4365463257
88.2970046997	-117.6137847900
88.6027908325	-117.6500854492
88.9096679688	-117.6882400513
89.2175750732	-117.7413101196
89.5265808105	-117.6036224365
89.8366241455	-117.3351974487
90.1477661133	-117.1403732300
90.4599685669	-117.0805892944
90.7732696533	-117.1453552246
91.0876312256	-117.1681900024
91.4031143188	-117.1364212036
91.7196578979	-117.0805511475
92.0373229980	-117.0281982422
92.3560638428	-117.0963897705
92.6759338379	-117.2729492188
92.9968872070	-117.4675140381
93.3189773560	-117.5606384277
93.6421585083	-117.3149261475
93.9664840698	-116.8825531006
94.2919082642	-116.7565765381
94.6184844971	-117.0551300049
94.9461669922	-117.4883346558
95.2750091553	-117.7622604370
95.6049652100	-117.9024353027
95.9360885620	-117.9805221558
96.2683258057	-117.8787078857
96.6017532349	-117.5864486694
96.9363021851	-117.2804336548
97.2720336914	-117.0531311035
97.6089019775	-117.0904541016
97.9469680786	-117.3537445068
98.2861785889	-117.6712265015
98.6265869141	-117.8311614990
98.9681472778	-117.3448867798
99.3109207153	-113.3195190430
99.6548461914	-108.9012603760
100.0000000000	-111.9722290039
100.3463439941	-112.1162033081
100.6938934326	-112.4585113525
101.0425872803	-113.0841522217
101.3925399780	-113.8088684082
101.7437057495	-114.6188201904
102.0960922241	-115.4106597900
102.4496383667	-116.0806961060
102.8044738770	-116.6301422119
103.1605300903	-116.9767532349
103.5178222656	-117.1973800659
103.8762969971	-117.3469314575
104.2360610962	-117.4379196167
104.5970840454	-117.4824981689
104.9593505859	-117.5021362305
105.3228149414	-117.4985351563
105.6875915527	-117.4677124023
106.0536346436	-117.4259567261
106.4209518433	-117.3793029785
106.7894744873	-117.3318176270
107.1593322754	-117.2929382324
107.5304794312	-117.2643203735
107.9029006958	-117.2480239868
108.2765579224	-117.2513885498
108.6515731812	-117.2796859741
109.0278854370	-117.3270034790
109.4054946899	-117.3923645020
109.7843551636	-117.4760818481
110.1645889282	-117.5649948120
110.5461349487	-117.6504135132
110.9290084839	-117.7269210815
111.3131484985	-117.7817687988
111.6986770630	-117.8124542236
112.0855407715	-117.8258972168
112.4737396240	-117.8261871338
112.8632278442	-117.8209686279
113.2541198730	-117.8254089355
113.6463699341	-117.8418426514
114.0399856567	-117.8685226440
114.4348907471	-117.9010925293
114.8312301636	-117.9174118042
115.2289428711	-117.9063186646
115.6280364990	-117.8668060303
116.0284423828	-117.8019027710
116.4303054810	-117.7227859497
116.8335571289	-117.6562194824
117.2382049561	-117.6126785278
117.6441879272	-117.5954818726
118.0516433716	-117.6045837402
118.4605102539	-117.6376190186
118.8707885742	-117.6849060059
119.2824249268	-117.7389984131
119.6955566406	-117.7952651978
120.1101150513	-117.8481674194
120.5261154175	-117.8894653320
120.9434814453	-117.9048385620
121.3623657227	-117.8963317871
121.7826995850	-117.8698577881
122.2044906616	-117.8353729248
122.6276702881	-117.8052825928
123.0523834229	-117.7933425903
123.4785690308	-117.8018188477
123.9062347412	-117.8186340332
124.3353118896	-117.8349304199
124.7659378052	-117.8466033936
125.1980590820	-117.8564224243
125.6316757202	-117.8751220703
126.0667953491	-117.9229736328
126.5033569336	-117.9967117310
126.9414901733	-118.0814437866
127.3811492920	-118.1550064087
127.8223266602	-118.1959762573
128.2649688721	-118.1918106079
128.7091979980	-118.1459350586
129.1549835205	-118.0810928345
129.6023101807	-118.0347824097
130.0511016846	-118.0297012329
130.5015258789	-118.0746383667
130.9535217285	-118.1640472412
131.4070739746	-118.2782669067
131.8621215820	-118.3870468140
132.3188171387	-118.4573211670
132.7770996094	-118.4650497437
133.2369689941	-118.4061965942
133.6983489990	-118.3118133545
134.1614074707	-118.2226409912
134.6260681152	-118.1665039063
135.0923461914	-118.1544342041
135.5601501465	-118.1798477173
136.0296630859	-118.2240676880
136.5007934570	-118.2665557861
136.9735565186	-118.2955322266
137.4478759766	-118.3134078979
137.9239349365	-118.3327178955
138.4016265869	-118.3645782471
138.8809661865	-118.4079818726
139.3618927002	-118.4486389160
139.8445739746	-118.4685821533
140.3289184570	-118.4653778076
140.8149414063	-118.4499206543
141.3025665283	-118.4351043701
141.7919616699	-118.4248657227
142.2830505371	-118.4137573242
142.7758483887	-118.3960113525
143.2702636719	-118.3734207153
143.7664794922	-118.3531951904
144.2644042969	-118.3386764526
144.7640533447	-118.3241958618
145.2653656006	-118.3000717163
145.7684783936	-118.2585983276
146.2733459473	-118.1813049316
146.7799530029	-118.0025100708
147.2882385254	-117.3723449707
147.7983703613	-116.4882812500
148.3102569580	-115.4169235229
148.8239288330	-114.4495773315
149.3392791748	-113.8223114014
149.8565216064	-113.6587600708
150.3755340576	-113.9867248535
150.8963623047	-114.7488555908
151.4188995361	-115.7897415161
151.9433288574	-116.8544921875
152.4695739746	-117.6804122925
152.9976501465	-118.1682281494
153.5274658203	-118.4108581543
154.0592041016	-118.5408630371
154.5927734375	-118.6275939941
155.1282043457	-118.6855392456
155.6653900146	-118.7114791870
156.2045288086	-118.7066879272
