Type	FSWP-26
Version	3.01
Date	23.May 2025
VSupply	ON
Mode	Voltage
176.2975769043	-85.3546981812
176.9080810547	-85.3470077515
177.5207824707	-85.3560638428
178.1356201172	-85.3759613037
178.7525939941	-85.3997039795
179.3715972900	-85.3855133057
179.9928436279	-85.3355026245
180.6162414551	-85.2570190430
181.2417907715	-85.1669769287
181.8694152832	-85.0749282837
182.4993133545	-85.0756301880
183.1313934326	-85.1307678223
183.7656555176	-85.1851806641
184.4020233154	-85.1659088135
185.0406799316	-85.0252685547
185.6815643311	-84.9006576538
186.3246612549	-84.8071899414
186.9698944092	-84.7787551880
187.6174468994	-84.8350372314
188.2672576904	-84.8821182251
188.9193115234	-84.9118041992
189.5735168457	-84.9098358154
190.2301025391	-84.9015045166
190.8889465332	-84.8853607178
191.5500793457	-84.8240509033
192.2134094238	-84.7357864380
192.8791351318	-84.6897354126
193.5471496582	-84.6777267456
194.2174987793	-84.6984329224
194.8900604248	-84.7049179077
195.5650482178	-84.6941452026
196.2423706055	-84.6851654053
196.9220581055	-84.6841964722
197.6039733887	-84.6674957275
198.2883758545	-84.6277465820
198.9751281738	-84.5959930420
199.6642761230	-84.5613098145
200.3558044434	-84.5414581299
201.0496063232	-84.5387573242
201.7459411621	-84.5771789551
202.4446716309	-84.6848144531
203.1458282471	-84.8329772949
203.8493041992	-84.8980331421
204.5553283691	-84.8358764648
205.2637939453	-84.6455078125
205.9747161865	-84.4785766602
206.6879882813	-84.4284744263
207.4038391113	-84.4546279907
208.1221771240	-84.5019226074
208.8430023193	-84.6022338867
209.5662078857	-84.7156372070
210.2920227051	-84.8024978638
211.0203704834	-84.8543777466
211.7512207031	-84.8826065063
212.4844970703	-84.8989562988
213.2204284668	-84.8955001831
213.9589080811	-84.8704223633
214.6999511719	-84.8432006836
215.4434356689	-84.8155822754
216.1896057129	-84.7470016479
216.9383697510	-84.3772964478
217.6897277832	-83.0676040649
218.4435577393	-79.8537368774
219.2001342773	-76.7486801147
219.9593200684	-74.6512069702
220.7211456299	-73.9257507324
221.4854736328	-74.8487319946
222.2525787354	-77.1347656250
223.0223388672	-80.2921447754
223.7947692871	-83.3204727173
224.5697479248	-84.3710098267
225.3475341797	-84.5634994507
226.1280212402	-84.4758682251
226.9112091064	-84.3664703369
227.6969757080	-84.3115539551
228.4855957031	-84.2893600464
229.2769470215	-84.2665328979
230.0710296631	-84.2650146484
230.8677520752	-84.3181610107
231.6673431396	-84.3908843994
232.4697113037	-84.4213256836
233.2748718262	-84.3698043823
234.0826721191	-84.2787170410
234.8934020996	-84.2713928223
235.7069549561	-84.3206024170
236.5233154297	-84.3417816162
237.3423614502	-84.2681808472
238.1643981934	-84.1350250244
238.9892578125	-84.1141052246
239.8169860840	-84.2081222534
240.6474609375	-84.3394775391
241.4809265137	-84.4139709473
242.3172912598	-84.3924484253
243.1565399170	-84.3529434204
243.9985656738	-84.3468704224
244.8436431885	-84.3134536743
245.6916503906	-84.2317810059
246.5425872803	-84.1367568970
247.3963470459	-84.0737380981
248.2531890869	-84.0816726685
249.1130065918	-84.1056747437
249.9757995605	-84.1033172607
250.8414306641	-84.0562744141
251.7102203369	-84.0257186890
252.5820007324	-84.0329589844
253.4568023682	-84.0587234497
254.3346405029	-84.0482406616
255.2153778076	-84.0000000000
256.0993041992	-83.9283599854
256.9862976074	-83.9141159058
257.8763427734	-83.9604034424
258.7693481445	-84.0488128662
259.6655883789	-84.1607208252
260.5649414063	-84.1657867432
261.4673767090	-84.0983886719
262.3728332520	-84.0486221313
263.2815246582	-84.1031875610
264.1933898926	-84.2576370239
265.1084289551	-84.3681488037
266.0264587402	-84.3961410522
266.9478454590	-84.3791809082
267.8724060059	-84.2851104736
268.8001708984	-84.1921768188
269.7309875488	-84.2089691162
270.6651916504	-84.2869110107
271.6026306152	-84.3622436523
272.5433044434	-84.4655151367
273.4870910645	-84.6144027710
274.4343261719	-84.7116851807
275.3847961426	-84.6809082031
276.3385925293	-84.5358200073
277.2955322266	-84.3954467773
278.2559204102	-84.2943649292
279.2196350098	-84.2265625000
280.1867065430	-84.1713562012
281.1569824219	-84.1138839722
282.1307373047	-84.0719909668
283.1079101563	-84.1118927002
284.0884399414	-84.2437057495
285.0722045898	-84.3109054565
286.0595397949	-84.2243194580
287.0502929688	-84.1253433228
288.0444641113	-84.1470565796
289.0419311523	-84.1968612671
290.0430297852	-84.1076354980
291.0475769043	-83.9704055786
292.0556030273	-84.0062026978
293.0669555664	-84.1337814331
294.0820007324	-84.1460113525
295.1005249023	-84.1389465332
296.1225891113	-84.1825561523
297.1480407715	-84.1821060181
298.1771850586	-84.2314910889
299.2099304199	-84.3917617798
300.2462158203	-84.2429122925
301.2859497070	-84.1954116821
302.3294372559	-84.1398315430
303.3765258789	-84.0768280029
304.4272766113	-84.0177917480
305.4814758301	-83.9651336670
306.5394897461	-83.9270553589
307.6011657715	-83.9076690674
308.6665344238	-83.8990783691
309.7354125977	-83.9125518799
310.8081665039	-83.9339141846
311.8846435547	-83.9628906250
312.9648437500	-83.9955215454
314.0486145020	-84.0252151489
315.1362915039	-84.0493469238
316.2277526855	-84.0574722290
317.3229980469	-84.0556259155
318.4220275879	-84.0359344482
319.5247192383	-84.0043869019
320.6313781738	-83.9678115845
321.7418518066	-83.9301376343
322.8562011719	-83.8993148804
323.9742126465	-83.8732528687
325.0962829590	-83.8543624878
326.2222290039	-83.8315811157
327.3520812988	-83.8043365479
328.4856872559	-83.7616729736
329.6233825684	-83.7114105225
330.7650146484	-83.6571350098
331.9106140137	-83.6063003540
333.0599670410	-83.5638732910
334.2135314941	-83.5268783569
335.3710632324	-83.4946746826
336.5325927734	-83.4577636719
337.6979675293	-83.4164810181
338.8675842285	-83.3681030273
340.0412292480	-83.3190689087
341.2189331055	-83.2738418579
342.4005432129	-83.2352752686
343.5864257813	-83.2117919922
344.7764282227	-83.1969146729
345.9705505371	-83.1902160645
347.1686096191	-83.1924972534
348.3710327148	-83.1964187622
349.5775756836	-83.1996536255
350.7883300781	-83.1987457275
352.0030822754	-83.1885833740
353.2222290039	-83.1721191406
354.4455871582	-83.1496124268
355.6731872559	-83.1206817627
356.9048461914	-83.0883331299
358.1409912109	-83.0531921387
359.3813781738	-83.0153350830
360.6260986328	-82.9750595093
361.8749084473	-82.9341812134
363.1282348633	-82.8926391602
364.3859252930	-82.8501129150
365.6479492188	-82.8053359985
366.9141540527	-82.7601928711
368.1849365234	-82.7164382935
369.4601440430	-82.6779632568
370.7397460938	-82.6514663696
372.0235900879	-82.6341552734
373.3120727539	-82.6237487793
374.6050109863	-82.6163940430
375.9024353027	-82.5950469971
377.2041625977	-82.5456237793
378.5105895996	-82.4536209106
379.8215332031	-82.3029327393
381.1370239258	-82.0287857056
382.4568786621	-81.6185150146
383.7814941406	-81.0559310913
385.1107177734	-80.3263473511
386.4445190430	-79.4038543701
387.7827453613	-78.3106231689
389.1258239746	-77.1423797607
390.4735412598	-75.9442062378
391.8259277344	-74.7586898804
393.1827697754	-73.6347351074
394.5445556641	-72.6061019897
395.9110412598	-71.6767196655
397.2822570801	-70.8644866943
398.6582031250	-70.1894073486
400.0387268066	-69.6881942749
401.4242553711	-69.4041976929
402.8145751953	-69.2790222168
404.2096862793	-69.2572631836
405.6094360352	-69.2555847168
407.0142517090	-69.1691284180
408.4239196777	-68.8557128906
409.8384704590	-68.3359527588
411.2576904297	-67.7344360352
412.6820678711	-67.1475601196
414.1113891602	-66.6535644531
415.5456237793	-66.3017501831
416.9846191406	-66.1217575073
418.4288330078	-66.1022491455
419.8780517578	-66.1746749878
421.3322753906	-66.2752990723
422.7913208008	-66.3332519531
424.2556152344	-66.2879714966
425.7250061035	-66.1091613770
427.1994934082	-65.8161926270
428.6788330078	-65.4978408813
430.1635437012	-65.2514495850
431.6534118652	-65.1378479004
433.1484069824	-65.1908874512
434.6483764648	-65.4130096436
436.1537475586	-65.7726974487
437.6643676758	-66.2051162720
439.1801757813	-66.6204681396
440.7010192871	-66.9181289673
442.2273559570	-67.0769653320
443.7590026855	-67.1668624878
445.2959289551	-67.2797241211
446.8379516602	-67.4916381836
448.3855590820	-67.8408203125
449.9385375977	-68.3248672485
451.4968566895	-68.9115066528
453.0603637695	-69.5533828735
454.6295166016	-70.2001800537
456.2041015625	-70.8055191040
457.7841491699	-71.3378524780
459.3694152832	-71.7938842773
460.9604187012	-72.2163772583
462.5569152832	-72.6576461792
464.1589660645	-73.1653823853
465.7662963867	-73.7724380493
467.3794555664	-74.4853515625
468.9981994629	-75.2743759155
470.6225585938	-76.0826187134
472.2522888184	-76.8611373901
473.8879089355	-77.6066284180
475.5292053223	-78.3577957153
477.1761779785	-79.1486282349
478.8285827637	-79.9615402222
480.4869995117	-80.7268371582
482.1511230469	-81.3678131104
483.8210449219	-81.8497390747
485.4964599609	-82.1839218140
487.1779479980	-82.3991622925
488.8652954102	-82.5250549316
490.5584411621	-82.5780334473
492.2572021484	-82.6259384155
493.9620971680	-82.6700057983
495.6729125977	-82.7207946777
497.3896789551	-82.7694625854
499.1120910645	-82.7890777588
500.8407287598	-82.7308425903
502.5753784180	-82.5274887085
504.3160095215	-82.1346969604
506.0626831055	-81.3347854614
507.8151245117	-80.7591323853
509.5739440918	-80.7435760498
511.3388061523	-81.0445556641
513.1098022461	-81.5566864014
514.8866577148	-82.0916824341
516.6699829102	-82.4721679688
518.4594116211	-82.6401748657
520.2550659180	-82.6578750610
522.0566406250	-82.6153411865
523.8648071289	-82.5694808960
525.6791992188	-82.5421676636
527.4998168945	-82.5363082886
529.3265380859	-82.5451354980
531.1597900391	-82.5562744141
532.9994506836	-82.5584716797
534.8454589844	-82.5476226807
536.6975708008	-82.5549240112
538.5563964844	-82.5865478516
540.4216918945	-82.6290893555
542.2933959961	-82.6657485962
544.1713256836	-82.6877059937
546.0560302734	-82.6996765137
547.9472656250	-82.7096023560
549.8450927734	-82.7125473022
551.7491455078	-82.6869964600
553.6600952148	-82.5510253906
555.5776367188	-82.3565826416
557.5018920898	-82.2511672974
559.4324340820	-82.2013015747
561.3700561523	-82.2068023682
563.3143310547	-82.2454376221
565.2653198242	-82.2871322632
567.2227783203	-82.3071365356
569.1873168945	-82.2797470093
571.1586914063	-82.2405319214
573.1368408203	-82.1866607666
575.1215820313	-82.1106719971
577.1134643555	-82.0097808838
579.1123046875	-81.8511123657
581.1180419922	-81.7595596313
583.1303710938	-81.7703094482
585.1500244141	-81.8171539307
587.1766357422	-81.8659057617
589.2103271484	-81.8991699219
591.2507324219	-81.9109725952
593.2984619141	-81.9203262329
595.3533325195	-81.9259414673
597.4152832031	-81.9204406738
599.4841308594	-81.8913879395
601.5603637695	-81.8507156372
603.6438598633	-81.8191223145
605.7345581055	-81.7830123901
607.8321533203	-81.7095260620
609.9373779297	-81.6174011230
612.0498657227	-81.5612411499
614.1696777344	-81.5301742554
616.2964477539	-81.5566864014
618.4309692383	-81.6450195313
620.5728759766	-81.7133789063
622.7222290039	-81.7528381348
624.8786621094	-81.7101516724
627.0429077148	-81.5965576172
629.2145996094	-81.5276641846
631.3938598633	-81.4925918579
633.5806884766	-81.5010375977
635.7747192383	-81.4986572266
637.9766845703	-81.4697189331
640.1862792969	-81.3913955688
642.4035644531	-81.3431396484
644.6281127930	-81.3671875000
646.8607788086	-81.4588775635
649.1011352539	-81.5346145630
651.3492431641	-81.5460433960
653.6047973633	-81.4966354370
655.8685302734	-81.3695983887
658.1401367188	-81.2414779663
660.4195556641	-81.0876083374
662.7065429688	-81.0679779053
665.0017700195	-81.1528396606
667.3049926758	-81.3152084351
669.6161499023	-81.4029006958
671.9349975586	-81.3543777466
674.2622070313	-81.2502822876
676.5974731445	-81.1773529053
678.9408569336	-81.0794677734
681.2919311523	-80.9873428345
683.6515502930	-80.9393692017
686.0193481445	-80.9270019531
688.3953857422	-80.9594192505
690.7792358398	-80.9356460571
693.1716918945	-80.8160324097
695.5724487305	-80.7086944580
697.9815673828	-80.6067886353
700.3985595703	-80.5967941284
702.8244018555	-80.6696395874
705.2586059570	-80.7596130371
707.7012329102	-80.8013763428
710.1519165039	-80.7570648193
712.6115112305	-80.6327362061
715.0795898438	-80.5298919678
717.5562133789	-80.5111770630
720.0410766602	-80.5515060425
722.5349121094	-80.6249694824
725.0373535156	-80.6967086792
727.5484619141	-80.7441864014
730.0679321289	-80.7348175049
732.5964965820	-80.6575622559
735.1337890625	-80.4964904785
737.6798706055	-80.3217010498
740.2344360352	-80.2193984985
742.7981567383	-80.1995315552
745.3708496094	-80.2207107544
747.9523925781	-80.2099456787
750.5424804688	-80.1553497314
753.1419067383	-80.1271057129
755.7504272461	-80.1774520874
758.3679199219	-80.2501144409
760.9940795898	-80.2364120483
763.6297607422	-80.1796112061
766.2745361328	-80.1446914673
768.9284667969	-80.1775741577
771.5912475586	-80.2385406494
774.2636108398	-80.2390136719
776.9451904297	-80.0950088501
779.6361083984	-79.9106140137
782.3359375000	-79.6927795410
785.0455322266	-79.4687347412
787.7644653320	-79.2626342773
790.4928588867	-79.0482635498
793.2302856445	-78.8980712891
795.9776000977	-78.6777801514
798.7344360352	-78.3928527832
801.5007934570	-78.1141891479
804.2767333984	-77.9718551636
807.0618896484	-78.0951766968
809.8571166992	-78.3158721924
812.6620483398	-78.4636611938
815.4766235352	-78.4036483765
818.3005371094	-78.2082290649
821.1347045898	-77.7909393311
823.9786376953	-77.3850708008
826.8324584961	-76.9855651855
829.6957397461	-76.6140213013
832.5693359375	-76.4706115723
835.4528808594	-76.4154129028
838.3464355469	-76.4421081543
841.2495727539	-76.6211624146
844.1632080078	-76.7935104370
847.0869140625	-76.8640365601
850.0207519531	-76.7093505859
852.9642944336	-76.4809875488
855.9185180664	-76.2485122681
858.8829345703	-75.8511352539
861.8576049805	-75.4155273438
864.8421630859	-75.2565612793
867.8375244141	-75.3518753052
870.8432006836	-75.7375488281
873.8593750000	-76.1809387207
876.8854370117	-76.4122009277
879.9224853516	-76.4884643555
882.9700317383	-76.5419082642
886.0281982422	-76.4692001343
889.0964355469	-76.2311477661
892.1757812500	-76.2261734009
895.2657470703	-76.4662399292
898.3664550781	-76.7520141602
901.4774169922	-76.9969100952
904.5996704102	-77.1471557617
907.7327270508	-77.2454071045
910.8765869141	-77.2582626343
914.0308837891	-77.2017822266
917.1965942383	-77.1390609741
920.3732299805	-77.0961303711
923.5609130859	-77.1351928711
926.7590942383	-77.2858734131
929.9689331055	-77.3520889282
933.1898193359	-77.3273162842
936.4218750000	-77.4100189209
939.6646118164	-77.5075683594
942.9190673828	-77.5053787231
946.1848754883	-77.4143142700
949.4619140625	-77.2806854248
952.7498168945	-77.1563873291
956.0496215820	-77.1632232666
959.3608398438	-77.3027420044
962.6835327148	-77.3346405029
966.0172119141	-77.2507324219
969.3629760742	-77.1949844360
972.7203369141	-77.2166595459
976.0892944336	-77.1871032715
979.4694213867	-77.0486068726
982.8617553711	-76.9438247681
986.2658691406	-76.8929138184
989.6817626953	-76.7611007690
993.1088867188	-76.6777954102
996.5485229492	-76.6860809326
1000.0000000000	-76.8588714600
1003.4634399414	-76.9198150635
1006.9389038086	-76.9762954712
1010.4258422852	-77.0080871582
1013.9254150391	-77.0226669312
1017.4370727539	-77.0197753906
1020.9609375000	-76.9909820557
1024.4964599609	-76.9513778687
1028.0446777344	-76.9035797119
1031.6053466797	-76.8498382568
1035.1782226563	-76.8001708984
1038.7629394531	-76.7585525513
1042.3605957031	-76.7307891846
1045.9708251953	-76.7333908081
1049.5935058594	-76.7575683594
1053.2281494141	-76.8029174805
1056.8759765625	-76.8727874756
1060.5363769531	-76.9471969604
1064.2094726563	-77.0177612305
1067.8947753906	-77.0762557983
1071.5933837891	-77.1021652222
1075.3048095703	-77.1048812866
1079.0290527344	-77.0860290527
1082.7656250000	-77.0454864502
1086.5157470703	-76.9949722290
1090.2788085938	-76.9425201416
1094.0549316406	-76.8907165527
1097.8435058594	-76.8429794312
1101.6458740234	-76.7972335815
1105.4614257813	-76.7503204346
1109.2901611328	-76.7000198364
1113.1314697266	-76.6403427124
1116.9866943359	-76.5678939819
1120.8553466797	-76.4839172363
1124.7374267578	-76.3888092041
1128.6323242188	-76.2831802368
1132.5412597656	-76.1778564453
1136.4637451172	-76.0851135254
1140.3997802734	-76.0146636963
1144.3488769531	-75.9781341553
1148.3123779297	-76.0051040649
1152.2894287109	-76.0804595947
1156.2803955078	-76.1989669800
1160.2844238281	-76.3531875610
1164.3029785156	-76.5328369141
1168.3355712891	-76.7168045044
1172.3819580078	-76.8933105469
1176.4418945313	-77.0576934814
1180.5163574219	-77.2073745728
1184.6051025391	-77.3405380249
1188.7078857422	-77.4601898193
1192.8243408203	-77.5694885254
1196.9555664063	-77.6687774658
1201.1011962891	-77.7581253052
1205.2611083984	-77.8369903564
1209.4348144531	-77.9035263062
1213.6236572266	-77.9586715698
1217.8270263672	-78.0015106201
1222.0449218750	-78.0333328247
1226.2767333984	-78.0585098267
1230.5238037109	-78.0882415771
1234.7857666016	-78.1392745972
1239.0623779297	-78.2136077881
1243.3531494141	-78.3048324585
1247.6594238281	-78.4002914429
1251.9805908203	-78.4838638306
1256.3167724609	-78.5403900146
1260.6679687500	-78.5548629761
1265.0335693359	-78.5369949341
1269.4149169922	-78.4937896729
1273.8115234375	-78.4352035522
1278.2232666016	-78.3745193481
1282.6496582031	-78.3274917603
1287.0920410156	-78.3099746704
1291.5498046875	-78.3362884521
1296.0230712891	-78.3993606567
1300.5111083984	-78.4755401611
1305.0152587891	-78.5378417969
1309.5351562500	-78.5608215332
1314.0706787109	-78.5273437500
1318.6212158203	-78.4324951172
1323.1881103516	-78.2835235596
1327.7709960938	-78.0968322754
1332.3696289063	-77.8952178955
1336.9835205078	-77.7089767456
1341.6141357422	-77.5636672974
1346.2607421875	-77.4785232544
1350.9234619141	-77.4625854492
1355.6015625000	-77.5119705200
1360.2966308594	-77.6111602783
1365.0079345703	-77.7390594482
1369.7355957031	-77.8783950806
1374.4788818359	-78.0233306885
1379.2392578125	-78.1798629761
1384.0162353516	-78.3571395874
1388.8096923828	-78.5567626953
1393.6190185547	-78.7694473267
1398.4456787109	-78.9816131592
1403.2891845703	-79.1862640381
1408.1494140625	-79.3830947876
1413.0257568359	-79.5699234009
1417.9196777344	-79.7368011475
1422.8305664063	-79.8675384521
1427.7584228516	-79.9487686157
1432.7026367188	-79.9800338745
1437.6647949219	-79.9773101807
1442.6440429688	-79.9665069580
1447.6405029297	-79.9708251953
1452.6535644531	-79.9995346069
1457.6848144531	-80.0446090698
1462.7333984375	-80.0870971680
1467.7995605469	-80.1095886230
1472.8823242188	-80.1002044678
1477.9836425781	-80.0705337524
1483.1025390625	-80.0338821411
1488.2392578125	-79.9877777100
1493.3928222656	-79.9178466797
1498.5651855469	-79.8039016724
1503.7553710938	-79.6310577393
1508.9635009766	-79.4028930664
1514.1889648438	-79.1494750977
1519.4332275391	-78.9212722778
1524.6958007813	-78.7696380615
1529.9764404297	-78.7258682251
1535.2746582031	-78.7903900146
1540.5920410156	-78.9360046387
1545.9277343750	-79.1229629517
1551.2819824219	-79.3181610107
1556.6539306641	-79.5067901611
1562.0452880859	-79.6895294189
1567.4554443359	-79.8705291748
1572.8842773438	-80.0475158691
1578.3309326172	-80.2103576660
1583.7974853516	-80.3467559814
1589.2828369141	-80.4847488403
1594.7872314453	-80.5706481934
1600.3107910156	-80.6161041260
1605.8524169922	-80.6698684692
1611.4143066406	-80.7357788086
1616.9953613281	-80.8067550659
1622.5957031250	-80.8693237305
1628.2145996094	-80.9103927612
1633.8538818359	-80.9223403931
1639.5125732422	-80.9067687988
1645.1910400391	-80.8688964844
1650.8881835938	-80.8793716431
1656.6059570313	-80.9462661743
1662.3435058594	-81.0487060547
1668.1009521484	-81.1592636108
1673.8774414063	-81.2551574707
1679.6748046875	-81.3347549438
1685.4923095703	-81.4143447876
1691.3299560547	-81.5557250977
1697.1867675781	-81.6721343994
1703.0649414063	-81.6730270386
1708.9635009766	-81.5999374390
1714.8823242188	-81.4904937744
1720.8208007813	-81.4090652466
1726.7807617188	-81.4621353149
1732.7614746094	-81.6916580200
1738.7628173828	-81.8828964233
1744.7839355469	-82.0226898193
1750.8269042969	-82.0739746094
1756.8908691406	-81.9927597046
1762.9757080078	-81.8309783936
1769.0808105469	-81.7265777588
1775.2078857422	-81.6671981812
1781.3562011719	-81.6809768677
1787.5258789063	-81.8702087402
1793.7159423828	-82.1939086914
1799.9283447266	-82.4456787109
1806.1623535156	-82.6833724976
1812.4178466797	-82.8816604614
1818.6940917969	-83.0663146973
1824.9930419922	-83.1432571411
1831.3138427734	-83.1508331299
1837.6564941406	-83.1532058716
1844.0201416016	-83.1717376709
1850.4068603516	-83.2017745972
1856.8156738281	-83.2254409790
1863.2467041016	-83.2590560913
1869.6988525391	-83.3611450195
1876.1745605469	-83.5329971313
1882.6726074219	-83.6822433472
1889.1931152344	-83.9044494629
1895.7352294922	-84.0905838013
1902.3010253906	-84.1802825928
1908.8895263672	-84.2448196411
1915.5008544922	-84.2977142334
1922.1340332031	-84.3107833862
1928.7912597656	-84.2910003662
1935.4715576172	-84.2226409912
1942.1749267578	-84.1461791992
1948.9005126953	-84.1195144653
1955.6505126953	-84.1439514160
1962.4238281250	-84.2144317627
1969.2205810547	-84.2684860229
1976.0397949219	-84.3485488892
1982.8836669922	-84.4487991333
1989.7513427734	-84.5295486450
1996.6427001953	-84.6021041870
2003.5579833984	-84.5561065674
2010.4960937500	-84.4379577637
2017.4593505859	-84.2000656128
2024.4467773438	-83.9896011353
2031.4583740234	-83.9238967896
2038.4930419922	-84.0228958130
2045.5533447266	-84.1866683960
2052.6379394531	-84.4948883057
2059.7473144531	-84.7809829712
2066.8798828125	-84.9066696167
2074.0385742188	-84.8460998535
2081.2219238281	-84.7174377441
2088.4299316406	-84.5735092163
2095.6621093750	-84.6097030640
2102.9201660156	-84.8744125366
2110.2036132813	-85.1828842163
2117.5122070313	-85.3532180786
2124.8449707031	-85.4044876099
2132.2043457031	-85.4120407104
2139.5891113281	-85.4317779541
2146.9995117188	-85.4357147217
2154.4343261719	-85.4064254761
2161.8959960938	-85.4048767090
2169.3837890625	-85.5020294189
2176.8972167969	-85.6590957642
2184.4355468750	-85.8082427979
2192.0014648438	-85.9118804932
2199.5932617188	-85.9680328369
2207.2114257813	-86.0170669556
2214.8547363281	-86.0839920044
2222.5258789063	-86.1510086060
2230.2233886719	-86.1659545898
2237.9477539063	-86.1195983887
2245.6975097656	-86.0244979858
2253.4753417969	-85.9194107056
2261.2802734375	-85.8060913086
2269.1120605469	-85.6806716919
2276.9697265625	-85.5805664063
2284.8559570313	-85.5861740112
2292.7695312500	-85.8187255859
2300.7104492188	-86.3870468140
2308.6774902344	-86.8639221191
2316.6735839844	-87.2302093506
2324.6972656250	-87.4931640625
2332.7485351563	-87.6735916138
2340.8266601563	-87.8724288940
2348.9340820313	-87.9799499512
2357.0695800781	-88.0389175415
2365.2331542969	-88.1062774658
2373.4235839844	-88.2398147583
2381.6440429688	-88.4502639771
2389.8925781250	-88.5361328125
2398.1699218750	-88.4857864380
2406.4746093750	-88.3487854004
2414.8093261719	-88.1720733643
2423.1728515625	-87.9690780640
2431.5654296875	-87.8715057373
2439.9855957031	-87.8264770508
2448.4365234375	-87.7476043701
2456.9165039063	-87.6526184082
2465.4260253906	-87.6360855103
2473.9633789063	-87.8867645264
2482.5319824219	-88.2796325684
2491.1301269531	-88.7546997070
2499.7580566406	-89.2887954712
2508.4143066406	-89.5034408569
2517.1020507813	-89.4989624023
2525.8200683594	-89.5119705200
2534.5681152344	-89.6796951294
2543.3464355469	-89.8785934448
2552.1538085938	-90.0743331909
2560.9931640625	-90.2817535400
2569.8630371094	-90.3954391479
2578.7636718750	-90.4523773193
2587.6936035156	-90.5200729370
2596.6560058594	-90.5955200195
2605.6494140625	-90.6289443970
2614.6738281250	-90.6339416504
2623.7282714844	-90.6158752441
2632.8154296875	-90.5648193359
2641.9340820313	-90.4604034424
2651.0842285156	-90.2667617798
2660.2646484375	-90.1263961792
2669.4785156250	-90.1205596924
2678.7241210938	-90.3446807861
2688.0017089844	-90.7240982056
2697.3100585938	-91.1265487671
2706.6518554688	-91.4868545532
2716.0263671875	-91.7181320190
2725.4331054688	-91.9367218018
2734.8710937500	-92.2244720459
2744.3432617188	-92.4320831299
2753.8481445313	-92.5134887695
2763.3859863281	-92.5588302612
2772.9553222656	-92.6880187988
2782.5593261719	-92.9050064087
2792.1965332031	-93.0762557983
2801.8671875000	-93.2212524414
2811.5698242188	-93.3469924927
2821.3073730469	-93.4130477905
2831.0788574219	-93.5369186401
2840.8842773438	-93.7051315308
2850.7219238281	-93.8493270874
2860.5952148438	-94.0562438965
2870.5029296875	-94.3131790161
2880.4448242188	-94.4547195435
2890.4194335938	-94.4836807251
2900.4301757813	-94.5395278931
2910.4758300781	-94.6022949219
2920.5561523438	-94.6486892700
2930.6696777344	-94.7832031250
2940.8198242188	-94.9550628662
2951.0053710938	-95.1571044922
2961.2260742188	-95.4724273682
2971.4804687500	-95.7173919678
2981.7719726563	-95.8002014160
2992.0991210938	-95.9469146729
3002.4621582031	-95.6586227417
3012.8593750000	-95.8274078369
3023.2944335938	-96.0268630981
3033.7653808594	-96.2544555664
3044.2727050781	-96.5061340332
3054.8146972656	-96.7549514771
3065.3950195313	-96.9904174805
3076.0117187500	-97.1883926392
3086.6655273438	-97.3630371094
3097.3542480469	-97.4768371582
3108.0817871094	-97.5599517822
3118.8464355469	-97.6134109497
3129.6484375000	-97.6264114380
3140.4860839844	-97.6289901733
3151.3630371094	-97.6185150146
3162.2775878906	-97.6112518311
3173.2299804688	-97.6101989746
3184.2204589844	-97.6250228882
3195.2470703125	-97.6564559937
3206.3137207031	-97.6963958740
3217.4184570313	-97.7445755005
3228.5620117188	-97.7861175537
3239.7421875000	-97.8206863403
3250.9628906250	-97.8330612183
3262.2224121094	-97.8286285400
3273.5209960938	-97.8123550415
3284.8569335938	-97.7840194702
3296.2338867188	-97.7575454712
3307.6501464844	-97.7330551147
3319.1059570313	-97.7139968872
3330.5998535156	-97.6888580322
3342.1352539063	-97.6556701660
3353.7104492188	-97.6011657715
3365.3259277344	-97.5340423584
3376.9797363281	-97.4678421021
3388.6757812500	-97.4175949097
3400.4123535156	-97.4206771851
3412.1894531250	-97.4670028687
3424.0056152344	-97.5657730103
3435.8645019531	-97.7255401611
3447.7644042969	-97.8994827271
3459.7055664063	-98.0806503296
3471.6860351563	-98.2353591919
3483.7102050781	-98.3504104614
3495.7758789063	-98.4296264648
3507.8833007813	-98.4630584717
3520.0307617188	-98.4565582275
3532.2221679688	-98.4334793091
3544.4558105469	-98.3989257813
3556.7319335938	-98.3658370972
3569.0485839844	-98.3454284668
3581.4099121094	-98.3380126953
3593.8139648438	-98.3461990356
3606.2609863281	-98.3721160889
3618.7490234375	-98.4053192139
3631.2824707031	-98.4447937012
3643.8591308594	-98.4900588989
3656.4794921875	-98.5414581299
3669.1416015625	-98.5937728882
3681.8493652344	-98.6432876587
3694.6013183594	-98.6821594238
3707.3974609375	-98.6987533569
3720.2358398438	-98.6998748779
3733.1206054688	-98.6892013550
3746.0500488281	-98.6723709106
3759.0244140625	-98.6599121094
3772.0415039063	-98.6531906128
3785.1059570313	-98.6523132324
3798.2153320313	-98.6571807861
3811.3703613281	-98.6717300415
3824.5688476563	-98.6972503662
3837.8149414063	-98.7341461182
3851.1071777344	-98.7821502686
3864.4453125000	-98.8400039673
3877.8273925781	-98.9011230469
3891.2580566406	-98.9596176147
3904.7353515625	-99.0126113892
3918.2590332031	-99.0573272705
3931.8276367188	-99.0882797241
3945.4453125000	-99.0974349976
3959.1103515625	-99.0840682983
3972.8225097656	-99.0501098633
3986.5822753906	-99.0017929077
