Type	FSWP-26
Version	3.01
Date	17.Jun 2025
VSupply	ON
Mode	Voltage
341.2189331055	-109.7062835693
342.4005432129	-109.6660766602
343.5864257813	-109.5940475464
344.7764282227	-109.5184783936
345.9705505371	-109.4448165894
347.1686096191	-109.4051742554
348.3710327148	-109.4052734375
349.5775756836	-109.4375839233
350.7883300781	-109.5055618286
352.0030822754	-109.5854644775
353.2222290039	-109.6574630737
354.4455871582	-109.7156600952
355.6731872559	-109.7432861328
356.9048461914	-109.7546386719
358.1409912109	-109.7570037842
359.3813781738	-109.7550277710
360.6260986328	-109.7564392090
361.8749084473	-109.7624053955
363.1282348633	-109.7742233276
364.3859252930	-109.7949981689
365.6479492188	-109.8319244385
366.9141540527	-109.8807983398
368.1849365234	-109.9391021729
369.4601440430	-110.0021209717
370.7397460938	-110.0532073975
372.0235900879	-110.0881423950
373.3120727539	-110.1058731079
374.6050109863	-110.1055831909
375.9024353027	-110.0910415649
377.2041625977	-110.0691528320
378.5105895996	-110.0412216187
379.8215332031	-110.0086898804
381.1370239258	-109.9772109985
382.4568786621	-109.9533233643
383.7814941406	-109.9368133545
385.1107177734	-109.9267120361
386.4445190430	-109.9203186035
387.7827453613	-109.9208526611
389.1258239746	-109.9361495972
390.4735412598	-109.9696655273
391.8259277344	-110.0206604004
393.1827697754	-110.0772323608
394.5445556641	-110.1086807251
395.9110412598	-110.1098327637
397.2822570801	-110.0887298584
398.6582031250	-110.0606536865
400.0387268066	-110.0503616333
401.4242553711	-110.0775375366
402.8145751953	-110.1248245239
404.2096862793	-110.1751708984
405.6094360352	-110.2125473022
407.0142517090	-110.2248306274
408.4239196777	-110.2069931030
409.8384704590	-110.1738967896
411.2576904297	-110.1385726929
412.6820678711	-110.1076812744
414.1113891602	-110.0847167969
415.5456237793	-110.0705337524
416.9846191406	-110.0660247803
418.4288330078	-110.0752716064
419.8780517578	-110.1001052856
421.3322753906	-110.1401367188
422.7913208008	-110.1911163330
424.2556152344	-110.2456817627
425.7250061035	-110.2947769165
427.1994934082	-110.3288955688
428.6788330078	-110.3390426636
430.1635437012	-110.3274307251
431.6534118652	-110.2993011475
433.1484069824	-110.2640686035
434.6483764648	-110.2332153320
436.1537475586	-110.2177352905
437.6643676758	-110.2256393433
439.1801757813	-110.2603454590
440.7010192871	-110.3211669922
442.2273559570	-110.3968963623
443.7590026855	-110.4718170166
445.2959289551	-110.5304336548
446.8379516602	-110.5620956421
448.3855590820	-110.5638046265
449.9385375977	-110.5373229980
451.4968566895	-110.4842834473
453.0603637695	-110.4056549072
454.6295166016	-110.3093566895
456.2041015625	-110.2190246582
457.7841491699	-110.1688690186
459.3694152832	-110.1854782104
460.9604187012	-110.2548751831
462.5569152832	-110.3427200317
464.1589660645	-110.4186630249
465.7662963867	-110.4706420898
467.3794555664	-110.5008697510
468.9981994629	-110.5137100220
470.6225585938	-110.5115966797
472.2522888184	-110.5005187988
473.8879089355	-110.4936141968
475.5292053223	-110.5051193237
477.1761779785	-110.5396270752
478.8285827637	-110.5881118774
480.4869995117	-110.6356353760
482.1511230469	-110.6737289429
483.8210449219	-110.7056503296
485.4964599609	-110.7390670776
487.1779479980	-110.7738265991
488.8652954102	-110.7972946167
490.5584411621	-110.8024902344
492.2572021484	-110.7735748291
493.9620971680	-110.7133178711
495.6729125977	-110.6437301636
497.3896789551	-110.5902557373
499.1120910645	-110.5703735352
500.8407287598	-110.5908126831
502.5753784180	-110.6489334106
504.3160095215	-110.7312469482
506.0626831055	-110.8386840820
507.8151245117	-110.8760452271
509.5739440918	-110.8550186157
511.3388061523	-110.8235931396
513.1098022461	-110.8010177612
514.8866577148	-110.7980194092
516.6699829102	-110.8165893555
518.4594116211	-110.8492279053
520.2550659180	-110.8800582886
522.0566406250	-110.8930206299
523.8648071289	-110.8839874268
525.6791992188	-110.8652191162
527.4998168945	-110.8564910889
529.3265380859	-110.8710556030
531.1597900391	-110.9091491699
532.9994506836	-110.9623184204
534.8454589844	-111.0481719971
536.6975708008	-111.1156005859
538.5563964844	-111.1281585693
540.4216918945	-111.1084594727
542.2933959961	-111.0667419434
544.1713256836	-111.0244369507
546.0560302734	-111.0007553101
547.9472656250	-111.0019531250
549.8450927734	-111.0208053589
551.7491455078	-111.0438919067
553.6600952148	-111.0574264526
555.5776367188	-111.0328292847
557.5018920898	-110.9953918457
559.4324340820	-110.9619827271
561.3700561523	-110.9525756836
563.3143310547	-110.9736099243
565.2653198242	-111.0117263794
567.2227783203	-111.0516357422
569.1873168945	-111.0593032837
571.1586914063	-111.0572280884
573.1368408203	-111.0562286377
575.1215820313	-111.0499725342
577.1134643555	-111.0336227417
579.1123046875	-111.0101699829
581.1180419922	-111.0216445923
583.1303710938	-111.0586547852
585.1500244141	-111.1063613892
587.1766357422	-111.1529922485
589.2103271484	-111.2075805664
591.2507324219	-111.2468490601
593.2984619141	-111.2681274414
595.3533325195	-111.2936935425
597.4152832031	-111.3276596069
599.4841308594	-111.3745269775
601.5603637695	-111.3741531372
603.6438598633	-111.3259963989
605.7345581055	-111.2566223145
607.8321533203	-111.1861267090
609.9373779297	-111.2078323364
612.0498657227	-111.2840042114
614.1696777344	-111.3756561279
616.2964477539	-111.4546966553
618.4309692383	-111.4284515381
620.5728759766	-111.3662796021
622.7222290039	-111.3168029785
624.8786621094	-111.3154754639
627.0429077148	-111.3633499146
629.2145996094	-111.3974151611
631.3938598633	-111.4410095215
633.5806884766	-111.4855651855
635.7747192383	-111.5037765503
637.9766845703	-111.5030670166
640.1862792969	-111.4979476929
642.4035644531	-111.5272293091
644.6281127930	-111.5546798706
646.8607788086	-111.5405883789
649.1011352539	-111.4762191772
651.3492431641	-111.4340820313
653.6047973633	-111.4096145630
655.8685302734	-111.4234390259
658.1401367188	-111.4558105469
660.4195556641	-111.5257644653
662.7065429688	-111.5834960938
665.0017700195	-111.5901336670
667.3049926758	-111.5583038330
669.6161499023	-111.5268859863
671.9349975586	-111.5420608521
674.2622070313	-111.5971145630
676.5974731445	-111.6500930786
678.9408569336	-111.7119979858
681.2919311523	-111.7053375244
683.6515502930	-111.6431808472
686.0193481445	-111.5202178955
688.3953857422	-111.4195404053
690.7792358398	-111.3737640381
693.1716918945	-111.3888092041
695.5724487305	-111.4382400513
697.9815673828	-111.5226669312
700.3985595703	-111.5888214111
702.8244018555	-111.6524276733
705.2586059570	-111.7284164429
707.7012329102	-111.8071594238
710.1519165039	-111.8753433228
712.6115112305	-111.8924713135
715.0795898438	-111.8516311646
717.5562133789	-111.8100738525
720.0410766602	-111.7872467041
722.5349121094	-111.8064575195
725.0373535156	-111.8191680908
727.5484619141	-111.7942733765
730.0679321289	-111.7605285645
732.5964965820	-111.7648773193
735.1337890625	-111.8007507324
737.6798706055	-111.8146820068
740.2344360352	-111.7859420776
742.7981567383	-111.7501907349
745.3708496094	-111.7539596558
747.9523925781	-111.8111801147
750.5424804688	-111.9141159058
753.1419067383	-112.0246887207
755.7504272461	-112.1185302734
758.3679199219	-112.1654586792
760.9940795898	-112.1168899536
763.6297607422	-112.0415802002
766.2745361328	-112.0109939575
768.9284667969	-112.0424194336
771.5912475586	-112.0844497681
774.2636108398	-112.1153945923
776.9451904297	-112.1191253662
779.6361083984	-112.0551452637
782.3359375000	-111.9448928833
785.0455322266	-111.8601150513
787.7644653320	-111.8188247681
790.4928588867	-111.7746887207
793.2302856445	-111.7652664185
795.9776000977	-111.7942810059
798.7344360352	-111.8339843750
801.5007934570	-111.9081649780
804.2767333984	-112.0655822754
807.0618896484	-112.1230468750
809.8571166992	-112.0480651855
812.6620483398	-111.9668960571
815.4766235352	-112.0114440918
818.3005371094	-112.0706710815
821.1347045898	-112.0380020142
823.9786376953	-111.9939880371
826.8324584961	-112.0398025513
829.6957397461	-112.1601409912
832.5693359375	-112.2003173828
835.4528808594	-112.1773071289
838.3464355469	-112.1740951538
841.2495727539	-112.2591552734
844.1632080078	-112.3122253418
847.0869140625	-112.3090820313
850.0207519531	-112.2991409302
852.9642944336	-112.3128433228
855.9185180664	-112.3503112793
858.8829345703	-112.4219589233
861.8576049805	-112.4438095093
864.8421630859	-112.4204177856
867.8375244141	-112.4014968872
870.8432006836	-112.4203491211
873.8593750000	-112.4549179077
876.8854370117	-112.3779907227
879.9224853516	-112.2699661255
882.9700317383	-112.2020568848
886.0281982422	-112.1963348389
889.0964355469	-112.2728500366
892.1757812500	-112.3479766846
895.2657470703	-112.3431167603
898.3664550781	-112.2935562134
901.4774169922	-112.2476348877
904.5996704102	-112.2811126709
907.7327270508	-112.3864746094
910.8765869141	-112.4796066284
914.0308837891	-112.4731750488
917.1965942383	-112.4139938354
920.3732299805	-112.3672714233
923.5609130859	-112.3614959717
926.7590942383	-112.3866729736
929.9689331055	-112.3962020874
933.1898193359	-112.3647079468
936.4218750000	-112.3781890869
939.6646118164	-112.4744262695
942.9190673828	-112.5424957275
946.1848754883	-112.5848007202
949.4619140625	-112.6404571533
952.7498168945	-112.6950225830
956.0496215820	-112.7175292969
959.3608398438	-112.6775207520
962.6835327148	-112.6343383789
966.0172119141	-112.6066589355
969.3629760742	-112.5302658081
972.7203369141	-112.4588012695
976.0892944336	-112.4614715576
979.4694213867	-112.4966659546
982.8617553711	-112.5213623047
986.2658691406	-112.5341491699
989.6817626953	-112.4872283936
993.1088867188	-112.4319305420
996.5485229492	-112.4879226685
1000.0000000000	-112.5800247192
1003.4634399414	-112.6128234863
1006.9389038086	-112.6478347778
1010.4258422852	-112.6826705933
1013.9254150391	-112.7183685303
1017.4370727539	-112.7554397583
1020.9609375000	-112.8016052246
1024.4964599609	-112.8572616577
1028.0446777344	-112.9206771851
1031.6053466797	-112.9920043945
1035.1782226563	-113.0554809570
1038.7629394531	-113.1054077148
1042.3605957031	-113.1327209473
1045.9708251953	-113.1207275391
1049.5935058594	-113.0882339478
1053.2281494141	-113.0383453369
1056.8759765625	-112.9797821045
1060.5363769531	-112.9322357178
1064.2094726563	-112.8996734619
1067.8947753906	-112.8892440796
1071.5933837891	-112.9114837646
1075.3048095703	-112.9472732544
1079.0290527344	-112.9910812378
1082.7656250000	-113.0317840576
1086.5157470703	-113.0536727905
1090.2788085938	-113.0607452393
1094.0549316406	-113.0547714233
1097.8435058594	-113.0418777466
1101.6458740234	-113.0359039307
1105.4614257813	-113.0381240845
1109.2901611328	-113.0486068726
1113.1314697266	-113.0637359619
1116.9866943359	-113.0721893311
1120.8553466797	-113.0720443726
1124.7374267578	-113.0634155273
1128.6323242188	-113.0494995117
1132.5412597656	-113.0443649292
1136.4637451172	-113.0532302856
1140.3997802734	-113.0771713257
1144.3488769531	-113.1155395508
1148.3123779297	-113.1568374634
1152.2894287109	-113.1856689453
1156.2803955078	-113.1970443726
1160.2844238281	-113.1885833740
1164.3029785156	-113.1613235474
1168.3355712891	-113.1295700073
1172.3819580078	-113.1025848389
1176.4418945313	-113.0820541382
1180.5163574219	-113.0669479370
1184.6051025391	-113.0509338379
1188.7078857422	-113.0276794434
1192.8243408203	-113.0020217896
1196.9555664063	-112.9812545776
1201.1011962891	-112.9735717773
1205.2611083984	-112.9878845215
1209.4348144531	-113.0261230469
1213.6236572266	-113.0720520020
1217.8270263672	-113.1148147583
1222.0449218750	-113.1461944580
1226.2767333984	-113.1619186401
1230.5238037109	-113.1633834839
1234.7857666016	-113.1615371704
1239.0623779297	-113.1655807495
1243.3531494141	-113.1791610718
1247.6594238281	-113.2019653320
1251.9805908203	-113.2299499512
1256.3167724609	-113.2561798096
1260.6679687500	-113.2721862793
1265.0335693359	-113.2814407349
1269.4149169922	-113.2925338745
1273.8115234375	-113.3152923584
1278.2232666016	-113.3570098877
1282.6496582031	-113.4192962646
1287.0920410156	-113.4961242676
1291.5498046875	-113.5723876953
1296.0230712891	-113.6282806396
1300.5111083984	-113.6533050537
1305.0152587891	-113.6445999146
1309.5351562500	-113.6079559326
1314.0706787109	-113.5565109253
1318.6212158203	-113.5068359375
1323.1881103516	-113.4731597900
1327.7709960938	-113.4617767334
1332.3696289063	-113.4693069458
1336.9835205078	-113.4837417603
1341.6141357422	-113.4961318970
1346.2607421875	-113.5035247803
1350.9234619141	-113.5054092407
1355.6015625000	-113.5010757446
1360.2966308594	-113.4893569946
1365.0079345703	-113.4708480835
1369.7355957031	-113.4507369995
1374.4788818359	-113.4392852783
1379.2392578125	-113.4481124878
1384.0162353516	-113.4834976196
1388.8096923828	-113.5407638550
1393.6190185547	-113.6041030884
1398.4456787109	-113.6521911621
1403.2891845703	-113.6726074219
1408.1494140625	-113.6624069214
1413.0257568359	-113.6233215332
1417.9196777344	-113.5594558716
1422.8305664063	-113.4800567627
1427.7584228516	-113.4021148682
1432.7026367188	-113.3469619751
1437.6647949219	-113.3315200806
1442.6440429688	-113.3602676392
1447.6405029297	-113.4236526489
1452.6535644531	-113.5039291382
1457.6848144531	-113.5837020874
1462.7333984375	-113.6506118774
1467.7995605469	-113.6962203979
1472.8823242188	-113.7169342041
1477.9836425781	-113.6971740723
1483.1025390625	-113.6675567627
1488.2392578125	-113.6468505859
1493.3928222656	-113.6430816650
1498.5651855469	-113.6478958130
1503.7553710938	-113.6444854736
1508.9635009766	-113.6225814819
1514.1889648438	-113.5874328613
1519.4332275391	-113.5567398071
1524.6958007813	-113.5504608154
1529.9764404297	-113.5813369751
1535.2746582031	-113.6501998901
1540.5920410156	-113.7460174561
1545.9277343750	-113.8494720459
1551.2819824219	-113.9390182495
1556.6539306641	-113.9971847534
1562.0452880859	-114.0147552490
1567.4554443359	-113.9933776855
1572.8842773438	-113.9468307495
1578.3309326172	-113.8974456787
1583.7974853516	-113.8671493530
1589.2828369141	-113.8815231323
1594.7872314453	-113.9361953735
1600.3107910156	-113.9721221924
1605.8524169922	-113.9908370972
1611.4143066406	-113.9888992310
1616.9953613281	-113.9711837769
1622.5957031250	-113.9467849731
1628.2145996094	-113.9244689941
1633.8538818359	-113.9105224609
1639.5125732422	-113.9089508057
1645.1910400391	-113.9362411499
1650.8881835938	-113.9911346436
1656.6059570313	-114.0392379761
1662.3435058594	-114.0882415771
1668.1009521484	-114.1310424805
1673.8774414063	-114.1607055664
1679.6748046875	-114.1725540161
1685.4923095703	-114.1670913696
1691.3299560547	-114.1455841064
1697.1867675781	-114.1410522461
1703.0649414063	-114.1621475220
1708.9635009766	-114.1985778809
1714.8823242188	-114.2390899658
1720.8208007813	-114.2721939087
1726.7807617188	-114.3049087524
1732.7614746094	-114.3439712524
1738.7628173828	-114.3844909668
1744.7839355469	-114.4254684448
1750.8269042969	-114.4495773315
1756.8908691406	-114.4312744141
1762.9757080078	-114.3701782227
1769.0808105469	-114.3172988892
1775.2078857422	-114.2661743164
1781.3562011719	-114.2241134644
1787.5258789063	-114.1921157837
1793.7159423828	-114.1897430420
1799.9283447266	-114.1955413818
1806.1623535156	-114.1954345703
1812.4178466797	-114.1869659424
1818.6940917969	-114.1748275757
1824.9930419922	-114.1902313232
1831.3138427734	-114.2326202393
1837.6564941406	-114.2991256714
1844.0201416016	-114.4077606201
1850.4068603516	-114.4660949707
1856.8156738281	-114.4490280151
1863.2467041016	-114.4028701782
1869.6988525391	-114.3305816650
1876.1745605469	-114.2837905884
1882.6726074219	-114.2684783936
1889.1931152344	-114.2662124634
1895.7352294922	-114.2997207642
1902.3010253906	-114.3601531982
1908.8895263672	-114.4514312744
1915.5008544922	-114.6088104248
1922.1340332031	-114.7215270996
1928.7912597656	-114.7358398438
1935.4715576172	-114.6841812134
1942.1749267578	-114.6102981567
1948.9005126953	-114.5744934082
1955.6505126953	-114.5612258911
1962.4238281250	-114.5821075439
1969.2205810547	-114.6035003662
1976.0397949219	-114.6073074341
1982.8836669922	-114.5616302490
1989.7513427734	-114.5026702881
1996.6427001953	-114.4145050049
2003.5579833984	-114.3623886108
2010.4960937500	-114.3595428467
2017.4593505859	-114.3946456909
2024.4467773438	-114.4636001587
2031.4583740234	-114.5544509888
2038.4930419922	-114.6240234375
2045.5533447266	-114.6375045776
2052.6379394531	-114.6144027710
2059.7473144531	-114.5721282959
2066.8798828125	-114.5414581299
2074.0385742188	-114.5420837402
2081.2219238281	-114.5644989014
2088.4299316406	-114.6107254028
2095.6621093750	-114.6576538086
2102.9201660156	-114.7139663696
2110.2036132813	-114.7785034180
2117.5122070313	-114.8238677979
2124.8449707031	-114.8325500488
2132.2043457031	-114.8111038208
2139.5891113281	-114.7455291748
2146.9995117188	-114.6658935547
2154.4343261719	-114.6149673462
2161.8959960938	-114.6124649048
2169.3837890625	-114.6477661133
2176.8972167969	-114.6810379028
2184.4355468750	-114.7102661133
2192.0014648438	-114.7529449463
2199.5932617188	-114.8103561401
2207.2114257813	-114.8664627075
2214.8547363281	-114.9112854004
2222.5258789063	-114.9397354126
2230.2233886719	-114.9345932007
2237.9477539063	-114.9000930786
2245.6975097656	-114.8377532959
2253.4753417969	-114.7661895752
2261.2802734375	-114.7206420898
2269.1120605469	-114.7366256714
2276.9697265625	-114.8405227661
2284.8559570313	-114.9665908813
2292.7695312500	-115.0249938965
2300.7104492188	-114.9906463623
2308.6774902344	-114.9595413208
2316.6735839844	-115.0045318604
2324.6972656250	-115.0924072266
2332.7485351563	-115.1488494873
2340.8266601563	-115.1386337280
2348.9340820313	-115.0951309204
2357.0695800781	-115.0329666138
2365.2331542969	-114.9646606445
2373.4235839844	-114.9163055420
2381.6440429688	-114.9199752808
2389.8925781250	-114.9809951782
2398.1699218750	-115.0612716675
2406.4746093750	-115.1036834717
2414.8093261719	-115.0722274780
2423.1728515625	-115.0147857666
2431.5654296875	-115.0117950439
2439.9855957031	-115.0274658203
2448.4365234375	-115.0218887329
2456.9165039063	-115.0055770874
2465.4260253906	-115.0065841675
2473.9633789063	-115.0635299683
2482.5319824219	-115.1549377441
2491.1301269531	-115.2570724487
2499.7580566406	-115.3087768555
2508.4143066406	-115.2146759033
2517.1020507813	-115.1023712158
2525.8200683594	-115.0377426147
2534.5681152344	-115.0589752197
2543.3464355469	-115.1123428345
2552.1538085938	-115.1474609375
2560.9931640625	-115.1785888672
2569.8630371094	-115.2152938843
2578.7636718750	-115.2163925171
2587.6936035156	-115.1508865356
2596.6560058594	-115.0251388550
2605.6494140625	-114.9624404907
2614.6738281250	-114.9767608643
2623.7282714844	-115.0291137695
2632.8154296875	-115.0961532593
2641.9340820313	-115.1165618896
2651.0842285156	-115.0986022949
2660.2646484375	-115.0705947876
2669.4785156250	-115.0372695923
2678.7241210938	-115.0137100220
2688.0017089844	-115.0440368652
2697.3100585938	-115.1380767822
2706.6518554688	-115.2814865112
2716.0263671875	-115.3974380493
2725.4331054688	-115.4688491821
2734.8710937500	-115.4439773560
2744.3432617188	-115.2892761230
2753.8481445313	-115.1295394897
2763.3859863281	-115.1053085327
2772.9553222656	-115.2070617676
2782.5593261719	-115.3359298706
2792.1965332031	-115.4140701294
2801.8671875000	-115.4453353882
2811.5698242188	-115.4309997559
2821.3073730469	-115.3921737671
2831.0788574219	-115.3311309814
2840.8842773438	-115.2516860962
2850.7219238281	-115.1635284424
2860.5952148438	-115.1078720093
2870.5029296875	-115.1551971436
2880.4448242188	-115.2512817383
2890.4194335938	-115.2934112549
2900.4301757813	-115.3176193237
2910.4758300781	-115.3922195435
2920.5561523438	-115.4672851563
2930.6696777344	-115.4287338257
2940.8198242188	-115.3164062500
2951.0053710938	-115.3181838989
2961.2260742188	-115.4545516968
2971.4804687500	-115.5101013184
2981.7719726563	-115.4048156738
2992.0991210938	-115.2952499390
3002.4621582031	-115.3447265625
3012.8593750000	-115.3717269897
3023.2944335938	-115.4039916992
3033.7653808594	-115.4410858154
3044.2727050781	-115.4680175781
3054.8146972656	-115.4858856201
3065.3950195313	-115.4842681885
3076.0117187500	-115.4656982422
3086.6655273438	-115.4387893677
3097.3542480469	-115.4059524536
3108.0817871094	-115.3787307739
3118.8464355469	-115.3569488525
3129.6484375000	-115.3493652344
3140.4860839844	-115.3450088501
3151.3630371094	-115.3444747925
3162.2775878906	-115.3409118652
3173.2299804688	-115.3358612061
3184.2204589844	-115.3286209106
3195.2470703125	-115.3271789551
3206.3137207031	-115.3316650391
3217.4184570313	-115.3527450562
3228.5620117188	-115.3868560791
3239.7421875000	-115.4287948608
3250.9628906250	-115.4763641357
3262.2224121094	-115.5169372559
3273.5209960938	-115.5504150391
3284.8569335938	-115.5630950928
3296.2338867188	-115.5639419556
3307.6501464844	-115.5569686890
3319.1059570313	-115.5454330444
3330.5998535156	-115.5373840332
3342.1352539063	-115.5335693359
3353.7104492188	-115.5402984619
3365.3259277344	-115.5510711670
3376.9797363281	-115.5626907349
3388.6757812500	-115.5723800659
3400.4123535156	-115.5800094604
3412.1894531250	-115.5844650269
3424.0056152344	-115.5843658447
3435.8645019531	-115.5920104980
3447.7644042969	-115.6093902588
3459.7055664063	-115.6367797852
3471.6860351563	-115.6756134033
3483.7102050781	-115.7265777588
3495.7758789063	-115.7805175781
3507.8833007813	-115.8264160156
3520.0307617188	-115.8554687500
3532.2221679688	-115.8769836426
3544.4558105469	-115.8911972046
3556.7319335938	-115.8861770630
3569.0485839844	-115.8695755005
3581.4099121094	-115.8440856934
3593.8139648438	-115.8104476929
3606.2609863281	-115.7730560303
3618.7490234375	-115.7324218750
3631.2824707031	-115.5628967285
3643.8591308594	-115.0036468506
3656.4794921875	-105.4527130127
3669.1416015625	-95.1467132568
3681.8493652344	-85.6224288940
3694.6013183594	-78.1065597534
3707.3974609375	-72.0990219116
3720.2358398438	-66.9961624146
3733.1206054688	-62.6982841492
3746.0500488281	-59.1764945984
3759.0244140625	-56.4896049500
3772.0415039063	-54.3686637878
3785.1059570313	-52.7957420349
3798.2153320313	-51.7562217712
3811.3703613281	-51.4226531982
3824.5688476563	-51.6339073181
3837.8149414063	-52.3756332397
3851.1071777344	-53.6635246277
3864.4453125000	-55.5879287720
3877.8273925781	-58.2903938293
3891.2580566406	-61.6841850281
3904.7353515625	-65.8465118408
3918.2590332031	-70.8763122559
3931.8276367188	-77.1006164551
3945.4453125000	-84.9738845825
3959.1103515625	-94.8440856934
3972.8225097656	-105.8278884888
3986.5822753906	-115.2152252197
4000.3872070313	-115.9519195557
4014.2424316406	-115.9921798706
4028.1455078125	-116.0136947632
4042.0969238281	-116.0361175537
4056.0942382813	-116.0438232422
4070.1423339844	-116.0347137451
4084.2392578125	-116.0060958862
4098.3847656250	-115.9531478882
4112.5771484375	-115.8968505859
4126.8208007813	-115.8479309082
4141.1137695313	-115.8157424927
4155.4565429688	-115.8094253540
4169.8461914063	-115.8399124146
4184.2885742188	-115.8802566528
4198.7802734375	-115.9179763794
4213.3227539063	-115.9484863281
4227.9130859375	-115.9721832275
4242.5561523438	-115.9953918457
4257.2500000000	-116.0269927979
4271.9951171875	-116.0628433228
4286.7885742188	-116.0929489136
4301.6357421875	-116.1119689941
4316.5341796875	-116.1153182983
4331.4843750000	-116.1054458618
4346.4838867188	-116.0897064209
4361.5375976563	-116.0772857666
4376.6435546875	-116.0754852295
4391.8017578125	-116.0856018066
4407.0102539063	-116.1008224487
4422.2739257813	-116.1157150269
4437.5898437500	-116.1281585693
4452.9594726563	-116.1341323853
4468.3793945313	-116.1299972534
4483.8554687500	-116.1148223877
4499.3852539063	-116.0908813477
4514.9687500000	-116.0617675781
4530.6035156250	-116.0297393799
4546.2949218750	-115.9953155518
4562.0410156250	-115.9600067139
4577.8413085938	-115.9274063110
4593.6938476563	-115.9002304077
4609.6040039063	-115.8761749268
4625.5693359375	-115.8539886475
4641.5898437500	-115.8398208618
4657.6630859375	-115.8451080322
4673.7944335938	-115.8776397705
4689.9819335938	-115.9343795776
4706.2255859375	-116.0022735596
4722.5229492188	-116.0657196045
4738.8789062500	-116.1141662598
4755.2919921875	-116.1447448730
4771.7617187500	-116.1606216431
4788.2861328125	-116.1683120728
4804.8701171875	-116.1750335693
4821.5112304688	-116.1853866577
4838.2104492188	-116.1985855103
4854.9648437500	-116.2098083496
4871.7797851563	-116.2156219482
4888.6528320313	-116.2172546387
4905.5844726563	-116.2176513672
4922.5717773438	-116.2184524536
4939.6210937500	-116.2163772583
4956.7294921875	-116.2091064453
4973.8964843750	-116.2008743286
4991.1206054688	-116.1987762451
5008.4072265625	-116.2037048340
5025.7539062500	-116.2078857422
5043.1601562500	-116.2025070190
5060.6269531250	-116.1729812622
5078.1513671875	-116.1325073242
5095.7392578125	-116.1052780151
5113.3881835938	-116.0847930908
5131.0981445313	-116.0808486938
5148.8666992188	-116.1017456055
5166.6997070313	-116.1437301636
5184.5942382813	-116.1875839233
5202.5507812500	-116.2118301392
5220.5668945313	-116.2125015259
5238.6479492188	-116.2064056396
5256.7915039063	-116.2135696411
5274.9985351563	-116.2395782471
5293.2651367188	-116.2740783691
5311.5981445313	-116.3025131226
5329.9946289063	-116.3176193237
5348.4545898438	-116.3196716309
5366.9760742188	-116.3146591187
5385.5644531250	-116.3163452148
5404.2167968750	-116.3290710449
5422.9340820313	-116.3529205322
5441.7133789063	-116.3788986206
5460.5605468750	-116.3937988281
5479.4726562500	-116.3900222778
5498.4506835938	-116.3717422485
5517.4912109375	-116.3530349731
5536.6010742188	-116.3589019775
5555.7768554688	-116.3973312378
5575.0190429688	-116.4130401611
5594.3247070313	-116.3951110840
5613.7001953125	-116.3434677124
5633.1430664063	-116.2782516479
5652.6533203125	-116.2264251709
5672.2275390625	-116.2157440186
5691.8730468750	-116.2623367310
5711.5869140625	-116.2996749878
5731.3686523438	-116.3243942261
5751.2158203125	-116.3441619873
5771.1347656250	-116.3744049072
5791.1230468750	-116.4396972656
5811.1801757813	-116.4809494019
5831.3037109375	-116.4686965942
5851.5000000000	-116.4345855713
5871.7666015625	-116.4003219604
5892.1030273438	-116.3877334595
5912.5068359375	-116.4161911011
5932.9848632813	-116.4470367432
5953.5332031250	-116.4744033813
5974.1533203125	-116.4926986694
5994.8408203125	-116.4946060181
6015.6040039063	-116.4758453369
6036.4384765625	-116.4668350220
6057.3457031250	-116.4729919434
6078.3217773438	-116.4967803955
6099.3735351563	-116.5045242310
6120.4985351563	-116.4947280884
6141.6967773438	-116.4822998047
6162.9648437500	-116.4684906006
6184.3095703125	-116.4627838135
6205.7290039063	-116.4703598022
6227.2221679688	-116.4911956787
6248.7866210938	-116.5368881226
6270.4287109375	-116.5647506714
6292.1459960938	-116.5537185669
6313.9384765625	-116.5126876831
6335.8066406250	-116.4851226807
6357.7470703125	-116.4828872681
6379.7666015625	-116.4876022339
6401.8627929688	-116.5164947510
6424.0351562500	-116.5686950684
6446.2812500000	-116.5907135010
6468.6074218750	-116.5564117432
6491.0112304688	-116.4983673096
6513.4926757813	-116.4984283447
6536.0483398438	-116.5739822388
6558.6855468750	-116.6469421387
6581.4013671875	-116.6390533447
6604.1958007813	-116.5479431152
6627.0654296875	-116.4521636963
6650.0175781250	-116.4269790649
6673.0498046875	-116.4523315430
6696.1616210938	-116.4999542236
6719.3496093750	-116.5180892944
6742.6220703125	-116.5053787231
6765.9746093750	-116.4944686890
6789.4082031250	-116.4994049072
6812.9194335938	-116.5086135864
6836.5156250000	-116.4972152710
6860.1938476563	-116.4519119263
6883.9536132813	-116.4128189087
6907.7919921875	-116.4285888672
6931.7167968750	-116.4767837524
6955.7246093750	-116.5044174194
6979.8154296875	-116.5234680176
7003.9858398438	-116.5313720703
7028.2436523438	-116.5207519531
7052.5859375000	-116.4768142700
7077.0122070313	-116.3869705200
7101.5190429688	-116.2923355103
7126.1147460938	-116.2614746094
7150.7958984375	-116.3015823364
7175.5625000000	-116.3526306152
7200.4106445313	-116.4160614014
7225.3491210938	-116.4621887207
7250.3735351563	-116.5005950928
7275.4848632813	-116.5227279663
7300.6791992188	-116.4923553467
7325.9648437500	-116.4260101318
7351.3378906250	-116.3700180054
7376.7988281250	-116.3497390747
7402.3442382813	-116.3516921997
